id,RA,Dec,Target,Qual,z,z_err,N_lines,features,flag
V12Q2_7,10.5403,-9.6455,A,2,0.3027,0,13,e12a1,a
V12Q2_7,10.5422,-9.6455,T,0,0,0,0,e0a0,0
V12Q3_10,10.6485,-9.7745,T,0,0,0,0,e0a0,0
V12Q3_10,10.6509,-9.7745,A,2,0.0568,0,8,e8a0,0
V12Q3_11,10.6462,-9.7689,T,2,0.4276,0,13,e10a3,0
V12Q3_13,10.6416,-9.8226,T,0,0,0,0,e0a0,0
V12Q3_9,10.6383,-9.8093,T,2,0.7422,0,6,e3a3,0
V12Q3_12,10.6325,-9.8312,T,2,0.2914,0,5,e5a0,0
V12Q3_6,10.6183,-9.8273,T,2,0.05,0,9,e8a1,0
V12Q3_14,10.6103,-9.7276,T,0,0,0,0,e0a0,0
V12Q3_5,10.6079,-9.7495,T,2,0.1284,0,10,e9a1,0
V12Q3_8,10.6015,-9.817,T,2,0.2665,0,11,e10a1,0
V12Q3_8,-999.9,-999.9,A,-9,0.2668,0,6,e6a0,b
V12Q3_16,10.5856,-9.7612,T,2,0.487,0.0004,6,e4a2,0
V12Q3_15,10.5769,-9.7975,T,2,0.4834,0,8,e7a1,0
V12Q3_4,10.5718,-9.8225,A,2,0.3043,0,6,e3a3,0
V12Q3_4,10.5742,-9.8225,T,3,0.4965,0,4,e4a0,0
V12Q3_17,10.5695,-9.79,T,2,0.4847,0,9,e3a6,0
V12Q3_17,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V12Q3_20,10.5611,-9.7504,T,2,0.4889,0,8,e2a6,0
V12Q3_18,10.5557,-9.7983,T,2,0.5661,0,5,e2a3,0
V12Q3_19,10.5475,-9.7886,T,2,0.0815,0,9,e9a0,0
V12Q3_7,10.5389,-9.7289,A,2,0.3141,0,11,e7a4,0
V12Q3_7,10.5431,-9.7289,T,0,0,0,0,e0a0,0
V12Q4_4,10.8026,-9.7471,A,2,0.1317,0,3,e2a1,a
V12Q4_4,10.8062,-9.7471,T,0,0,0,0,e0a0,0
V12Q4_19,10.7951,-9.7141,T,1,0,0,0,e0a0,0
V12Q4_13,10.782,-9.7696,T,2,0.1265,0,12,e11a1,0
V12Q4_15,10.7774,-9.7527,T,2,0.1822,0,5,e1a4,0
V12Q4_12,10.7747,-9.7812,T,2,0.2916,0,9,e7a2,0
V12Q4_14,10.7712,-9.7739,T,2,0.1308,0,6,e3a3,0
V12Q4_16,10.7687,-9.7168,T,2,0.3913,0,9,e6a3,0
V12Q4_11,10.755,-9.7625,A,2,0.1846,0,7,e7a0,0
V12Q4_11,10.7577,-9.7625,T,0,0,0,0,e0a0,0
V12Q4_17,10.7509,-9.7328,T,2,0.3149,0,8,e3a5,0
V12Q4_10,-999.9,-999.9,A,-9,0,0,0,e0a0,b
V12Q4_10,10.738,-9.7578,T,2,0.3885,0,9,e6a3,0
V12Q4_9,10.7326,-9.7431,T,2,0.1316,0,4,e0a4,0
V12Q4_18,10.7222,-9.7303,T,0,0,0,0,e0a0,0
V12Q4_5,10.7175,-9.7681,T,2,0.2991,0,12,e10a2,0
V12Q4_8,10.7098,-9.8179,T,2,0.3006,0,12,e9a3,0
V12Q4_7,10.7002,-9.8288,T,2,0.1833,0,5,e3a2,0
V12Q4_6,10.6932,-9.8285,A,2,0.1831,0,9,e7a2,0
V12Q4_6,10.6972,-9.8285,T,0,0,0,0,e0a0,0
